id,color,movie_title,duration,director_name,actor_1_name,actor_2_name,actor_3_name,movie_imdb_link,language,country,content_rating,year,imdb_score
489,Color,The Edge ,117,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,English,USA,R,1997,6.9
490,Color,Surrogates ,89,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6.3
491,Color,Thirteen Days ,145,Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,7.3
492,Color,Daylight ,114,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,5.8
493,Color,Walking with Dinosaurs 3D ,87,Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,English,USA,PG,2013,5.2
494,Color,Battlefield Earth ,119,Roger Christian,Richard Tyson,Michael Byrne,John Topor,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,2.4
495,Color,Looney Tunes: Back in Action ,91,Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,English,Germany,PG,2003,5.7
496, Black and White,Nine ,118,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,5.8
497,Color,Timeline ,116,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.6
498,Color,The Postman ,177,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,English,USA,R,1997,6
499,Color,Babe: Pig in the City ,97,George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,English,Australia,G,1998,5.8
500,Color,The Last Witch Hunter ,106,Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,6
501,Color,Red Planet ,106,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,5.7
502,Color,Arthur and the Invisibles ,94,Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,English,France,PG,2006,6
503,Color,Oceans ,104,Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,French,France,G,2009,7.8
504,Color,A Sound of Thunder ,102,Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,English,UK,PG-13,2005,4.2
505,Color,Pompeii ,105,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,English,Canada,PG-13,2014,5.6
506,Color,Top Cat Begins ,89,Andrés Couturier,Sariann Monaco,David Hoffman,Ben Diskin,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1,Spanish,Mexico,PG,2015,4.4
507,Color,A Beautiful Mind ,135,Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,8.2
508,Color,The Lion King ,73,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1,English,USA,G,1994,8.5
509,Color,Journey 2: The Mysterious Island ,94,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,English,USA,PG,2012,5.8
510,Color,Cloudy with a Chance of Meatballs 2 ,95,Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,English,USA,PG,2013,6.5
511,Color,Red Dragon ,124,Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,English,Germany,R,2002,7.2
512,Color,Hidalgo ,136,Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,http://www.imdb.com/title/tt0317648/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.7
513,Color,Jack and Jill ,91,Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,English,USA,PG,2011,3.4
514,Color,2 Fast 2 Furious ,107,John Singleton,Paul Walker,Cole Hauser,Mo Gallini,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.9
515,Color,The Little Prince ,108,Mark Osborne,Jeff Bridges,James Franco,Mackenzie Foy,http://www.imdb.com/title/tt1754656/?ref_=fn_tt_tt_1,English,France,PG,2015,7.8
516,Color,The Invasion ,99,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,5.9
517,Color,The Adventures of Rocky & Bullwinkle ,92,Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,English,USA,PG,2000,4.1
518,Color,The Secret Life of Pets ,87,Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,English,Japan,PG,2016,6.8
519, Black and White,The League of Extraordinary Gentlemen ,110,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.8
520,Color,Despicable Me 2 ,98,Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,English,USA,PG,2013,7.5
521,Color,Independence Day ,154,Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,http://www.imdb.com/title/tt0116629/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,6.9
522,Color,The Lost World: Jurassic Park ,129,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,http://www.imdb.com/title/tt0119567/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,6.5
523,Color,Madagascar ,86,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,English,USA,PG,2005,6.9
524,Color,Children of Men ,109,Alfonso Cuarón,Charlie Hunnam,Danny Huston,Rita Davies,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,English,USA,R,2006,7.9
525,Color,X-Men ,104,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,7.4
526,Color,Wanted ,110,Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,English,USA,R,2008,6.7
527,Color,The Rock ,136,Michael Bay,Nicolas Cage,Michael Biehn,Bokeem Woodbine,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,English,USA,R,1996,7.4
528,Color,Ice Age: The Meltdown ,115,Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1,English,USA,PG,2006,6.9
529,Color,50 First Dates ,99,Peter Segal,Adam Sandler,Peter Dante,Allen Covert,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.8
530,Color,Hairspray ,117,Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,English,USA,PG,2007,6.7
531,Color,Exorcist: The Beginning ,125,Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,English,USA,R,2004,5.1
532,Color,Inspector Gadget ,110,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,English,USA,PG,1999,4.1
533,Color,Now You See Me ,125,Louis Leterrier,Morgan Freeman,Common,Michael Kelly,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,7.3
534,Color,Grown Ups ,102,Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,6
535,Color,The Terminal ,128,Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,7.3
536,Color,Constantine             ,43,,Harold Perrineau,Matt Ryan,Charles Halford,http://www.imdb.com/title/tt3489184/?ref_=fn_tt_tt_1,English,USA,TV-14,,7.5
537,Color,Hotel for Dogs ,100,Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,English,USA,PG,2009,5.4
538,Color,Vertical Limit ,124,Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,5.9
539,Color,Charlie Wilson's War ,102,Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,English,USA,R,2007,7.1
540,Color,Shark Tale ,90,Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,English,USA,PG,2004,6
541,Color,Dreamgirls ,130,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,6.5
542,Color,Life             ,45,,Adam Arkin,Brent Sexton,Damian Lewis,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,English,USA,,,8.3
543,Color,Be Cool ,118,F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,5.7
544,Color,Munich ,163,Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,English,France,R,2005,7.6
545,Color,Tears of the Sun ,142,Antoine Fuqua,Bruce Willis,Tom Skerritt,Cole Hauser,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,English,USA,R,2003,6.6
546,Color,Killers ,100,Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,5.4
547,Color,The Man from U.N.C.L.E. ,116,Guy Ritchie,Henry Cavill,Elizabeth Debicki,Christian Berkel,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,7.3
548,Color,Spanglish ,131,James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.5
549,Color,Monster House ,91,Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,English,USA,PG,2006,6.6
550,Color,Bandits ,123,Barry Levinson,Bruce Willis,Brían F. O'Byrne,Azura Skye,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.6
551,Color,First Knight ,134,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,English,USA,PG-13,1995,5.9
552,Color,Anna and the King ,148,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,English,USA,PG-13,1999,6.7
553,Color,Immortals ,110,Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,English,USA,R,2011,6.1
554,Color,Hostage ,113,Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,English,USA,R,2005,6.6
555,Color,Titan A.E. ,94,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,English,USA,PG,2000,6.6
556,Color,Hollywood Homicide ,116,Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.3
557,Color,Soldier ,99,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,English,UK,R,1998,6
558,Color,Carriers ,84,David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6
559,Color,Monkeybone ,93,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,4.7
560,Color,Flight of the Phoenix ,113,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.1
561,Color,Unbreakable ,106,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,7.2
562,Color,Minions ,91,Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,English,USA,PG,2015,6.4
563,Color,Sucker Punch ,128,Zack Snyder,Jon Hamm,Abbie Cornish,Scott Glenn,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,6.1
564,Color,Snake Eyes ,98,Brian De Palma,Nicolas Cage,Mike Starr,John Heard,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,English,USA,R,1998,5.9
565,Color,Sphere ,134,Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,English,USA,PG-13,1998,6
566,Color,The Angry Birds MovieSearch ,97,Clay Kaytis,Peter Dinklage,Josh Gad,Keegan-Michael Key,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,English,USA,PG,2016,6.3
567,Color,Fool's Gold ,112,Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,5.6
568,Color,Funny People ,153,Judd Apatow,Adam Sandler,RZA,Maude Apatow,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,English,USA,R,2009,6.4
569,Color,The Kingdom ,110,Peter Berg,Jennifer Garner,Frances Fisher,Tim McGraw,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,English,USA,R,2007,7.1
570,Color,Talladega Nights: The Ballad of Ricky Bobby ,122,Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,6.6
571,Color,Dr. Dolittle 2 ,87,Steve Carr,Raven-Symoné,Jeffrey Jones,Kevin Pollak,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,English,USA,PG,2001,4.6
572,Color,Braveheart ,178,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,English,USA,R,1995,8.4
573,Color,Jarhead ,125,Sam Mendes,Jake Gyllenhaal,Brian Geraghty,James Morrison,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,English,Germany,R,2005,7.1
574,Color,The Simpsons MovieSearch ,87,David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,7.4
575,Color,The Majestic ,152,Frank Darabont,Martin Landau,Hal Holbrook,Jeffrey DeMunn,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,English,USA,PG,2001,6.9
576,Color,Driven ,116,Renny Harlin,Sylvester Stallone,Estella Warren,Cristián de la Fuente,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,4.5
577,Color,Two Brothers ,109,Jean-Jacques Annaud,David Gant,Jean-Claude Dreyfus,Oanh Nguyen,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,English,France,PG,2004,7.1
578,Color,The Village ,108,M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,William Hurt,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.5
579,Color,Doctor Dolittle ,85,Betty Thomas,Oliver Platt,Raven-Symoné,Peter Boyle,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,English,USA,PG-13,1998,5.3
580,Color,Signs ,106,M. Night Shyamalan,Rory Culkin,Merritt Wever,Cherry Jones,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,6.7
581,Color,Shrek 2 ,93,Andrew Adamson,Rupert Everett,Jennifer Saunders,Conrad Vernon,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,English,USA,PG,2004,7.2
582,Color,Cars ,117,John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,English,USA,G,2006,7.2
583,Color,Runaway Bride ,116,Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,English,USA,PG,1999,5.5
584,Color,xXx ,132,Rob Cohen,Vin Diesel,Eve,Leila Arcieri,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,5.8
585,Color,The SpongeBob MovieSearch: Sponge Out of Water ,92,Paul Tibbitt,Tim Conway,Billy West,Eddie Deezen,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,English,USA,PG,2015,6
586,Color,Ransom ,139,Ron Howard,Lili Taylor,Delroy Lindo,Rene Russo,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,English,USA,R,1996,6.6
587,Color,Inglourious Basterds ,153,Quentin Tarantino,Michael Fassbender,Brad Pitt,Christoph Waltz,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,English,USA,R,2009,8.3
588,Color,Hook ,142,Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,English,USA,PG,1991,6.7
589,Color,Hercules ,101,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6
590,Color,Die Hard 2 ,124,Renny Harlin,Bruce Willis,John Amos,Franco Nero,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,English,USA,R,1990,7.1
591,Color,S.W.A.T. ,117,Clark Johnson,Jeremy Renner,Josh Charles,LL Cool J,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,6
592,Color,Sleepy Hollow             ,45,,Nicole Beharie,Katia Winter,Lyndie Greenwood,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,English,USA,TV-14,,7.5
593,Color,Vanilla Sky ,141,Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,English,USA,R,2001,6.9
594,Color,Lady in the Water ,110,M. Night Shyamalan,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,5.6
595,Color,AVP: Alien vs. Predator ,109,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.6
596,Color,Alvin and the Chipmunks: The Squeakquel ,88,Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,English,USA,PG,2009,4.5
597,Color,We Were Soldiers ,124,Randall Wallace,Jon Hamm,Marc Blucas,Chris Klein,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,English,USA,R,2002,7.1
598,Color,Olympus Has Fallen ,119,Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,English,USA,R,2013,6.5
599,Color,Star Trek: Insurrection ,103,Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,English,USA,PG,1998,6.4
600,Color,Battle Los Angeles ,116,Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,5.8
601,Color,Big Fish ,125,Tim Burton,Steve Buscemi,Alison Lohman,Albert Finney,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,8
602,Color,Wolf ,125,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,English,USA,R,1994,6.2
603, Black and White,War Horse ,146,Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,7.2
604,Color,The Monuments Men ,118,George Clooney,Bill Murray,Matt Damon,Bob Balaban,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.1
605,Color,The Abyss ,171,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,English,USA,PG-13,1989,7.6
606,Color,Wall Street: Money Never Sleeps ,136,Oliver Stone,Frank Langella,Austin Pendleton,John Buffalo Mailer,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,6.3
607,Color,Dracula Untold ,92,Gary Shore,Dominic Cooper,Sarah Gadon,Zach McGowan,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.3
608,Color,The Siege ,116,Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,English,USA,R,1998,6.3
609,Color,Stardust ,127,Matthew Vaughn,Henry Cavill,David Kelly,Nathaniel Parker,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,English,UK,PG-13,2007,7.7
610,Color,Seven Years in Tibet ,136,Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,7
611,Color,The Dilemma ,111,Ron Howard,Channing Tatum,Clint Howard,Chelcie Ross,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,5.3
612,Color,Bad Company ,116,Joel Schumacher,Anthony Hopkins,Brooke Smith,Garcelle Beauvais,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,5.6
613,Color,Doom ,113,Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,English,UK,R,2005,5.2
614,Color,I Spy ,97,Betty Thomas,Gary Cole,Phill Lewis,Tate Taylor,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,5.4
615,Color,Underworld: Awakening ,88,Måns Mårlind,Theo James,Stephen Rea,Sandrine Holt,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,English,USA,R,2012,6.4
616,Color,Rock of Ages ,136,Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,5.9
617,Color,Hart's War ,125,Gregory Hoblit,Bruce Willis,Cole Hauser,Rory Cochrane,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,English,USA,R,2002,6.3
618,Color,Killer Elite ,116,Gary McKendry,Jason Statham,Robert De Niro,Ben Mendelsohn,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,English,UK,R,2011,6.5
619,Color,Rollerball ,98,John McTiernan,LL Cool J,Chris Klein,Andrew Bryniarski,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,English,USA,R,2002,3
620,Color,Ballistic: Ecks vs. Sever ,91,Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,English,USA,R,2002,3.6
621,Color,Hard Rain ,97,Mikael Salomon,Morgan Freeman,Minnie Driver,Randy Quaid,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,English,USA,R,1998,5.8
622,Color,Osmosis Jones ,95,Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,English,USA,PG,2001,6.2
623,Color,Legends of Oz: Dorothy's Return ,88,Will Finn,Lea Michele,Oliver Platt,Jim Belushi,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,English,USA,PG,2013,5.6
624,Color,Blackhat ,133,Michael Mann,Chris Hemsworth,Archie Kao,Brandon Molale,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,English,USA,R,2015,5.4
625,Color,Sky Captain and the World of Tomorrow ,106,Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,Bai Ling,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,English,USA,PG,2004,6.1
626,Color,Basic Instinct 2 ,116,Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,English,UK,R,2006,4.2
627,Color,Escape Plan ,115,Mikael Håfström,Sylvester Stallone,50 Cent,Matt Gerald,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,English,USA,R,2013,6.7
